sampleId	popId	site	country	region	groupLabel	groupAge	flag	latitude	longitude	callset	dataSource	dataAccess	color	fill	shape	ageAverage	sex	hgMT	hgYMajor	clusterIBDFine
Tuebingen123	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Tuebingen124	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Tuebingen126	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Tuebingen127	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Tuebingen21	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Tuebingen23	Nganasan	Volochanka	Russia	NorthAsia	Nganasan	Modern	0	70.976289	94.535318	array	FlegontovNature2019	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00504	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00507	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00508	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00509	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00510	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00511	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00512	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00513	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00514	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
ADR00515	Nganasan	NA	Russia	NorthAsia	Nganasan	Modern	0	71	95	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Nov_005	Nganasan	Factoria Novaya	Russia	NorthAsia	Nganasan	Modern	0	71.9	102.5	array	LazaridisNature2014	public	aquamarine4	aquamarine4	3	0	NA	NA	NA	Nganasan
Dolgan1708	Dolgan	Anabarsky_ulus_in_Sakha	Russia	NorthAsia	Dolgan	Modern	0	72.971189	115.444336	array	LazaridisNature2014	public	aquamarine4	aquamarine4	4	0	NA	NA	NA	Dolgan
Dolgan3857	Dolgan	Anabarsky_ulus_in_Sakha	Russia	NorthAsia	Dolgan	Modern	0	72.971189	115.444336	array	LazaridisNature2014	public	aquamarine4	aquamarine4	4	0	NA	NA	NA	Dolgan
Dolgan3875	Dolgan	Anabarsky_ulus_in_Sakha	Russia	NorthAsia	Dolgan	Modern	0	72.971189	115.444336	array	LazaridisNature2014	public	aquamarine4	aquamarine4	4	0	NA	NA	NA	Dolgan
Nel13	Yukagir_Forest	Nelemnoe	Russia	NorthAsia	Yukagir_Forest	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	5	0	NA	NA	NA	Yukagir_Forest
Nel15	Yukagir_Forest	Nelemnoe	Russia	NorthAsia	Yukagir_Forest	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	5	0	NA	NA	NA	Yukagir_Forest
Nel16	Yukagir_Forest	Nelemnoe	Russia	NorthAsia	Yukagir_Forest	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	5	0	NA	NA	NA	Yukagir_Forest
Nel17	Yukagir_Forest	Nelemnoe	Russia	NorthAsia	Yukagir_Forest	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	5	0	NA	NA	NA	Yukagir_Forest
Nel19	Yukagir_Forest	Nelemnoe	Russia	NorthAsia	Yukagir_Forest	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	5	0	NA	NA	NA	Yukagir_Forest
Ckrd13	Yukagir_Tundra	Chokyrdah	Russia	NorthAsia	Yukagir_Tundra	Modern	0	70.6	147.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Ckrd18	Yukagir_Tundra	Chokyrdah	Russia	NorthAsia	Yukagir_Tundra	Modern	0	70.6	147.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Ckrd8	Yukagir_Tundra	Chokyrdah	Russia	NorthAsia	Yukagir_Tundra	Modern	0	70.6	147.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Ckrd9	Yukagir_Tundra	Chokyrdah	Russia	NorthAsia	Yukagir_Tundra	Modern	0	70.6	147.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_004	Yukagir_Tundra	Nelemnoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_009	Yukagir_Tundra	Nelemnoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_011	Yukagir_Tundra	Nelemnoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	65.48	151	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_019	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_020	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_021	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_022	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_023	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_024	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Yuk_025	Yukagir_Tundra	Kolymskoe	Russia	NorthAsia	Yukagir_Tundra	Modern	0	68.7	158.7	array	LazaridisNature2014	public	aquamarine4	aquamarine4	6	0	NA	NA	NA	Yukagir_Tundra
Kor61	Koryak	Kovran	Russia	NorthAsia	Koryak	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor66	Koryak	Kovran	Russia	NorthAsia	Koryak	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor2	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor22	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor30	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor35	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor40	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor49	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor54	Koryak	Voyampolka	Russia	NorthAsia	Koryak	Modern	0	58.3	159.38	array	LazaridisNature2014	public	aquamarine4	aquamarine4	7	0	NA	NA	NA	Koryak
Kor57	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Kor60	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Kor62	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Kor72	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Kor76	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Kor78	Itelmen	Kovran	Russia	NorthAsia	Itelmen	Modern	0	57.2	156.9	array	LazaridisNature2014	public	aquamarine4	aquamarine4	8	0	NA	NA	NA	Itelmen
Ale16	Tlingit	Nikolskoye	Russia	NorthAsia	Tlingit	Modern	0	55.18	166	array	LazaridisNature2014	public	aquamarine4	aquamarine4	9	0	NA	NA	NA	Tlingit
Ale9	Tlingit	Nikolskoye	Russia	NorthAsia	Tlingit	Modern	0	55.18	166	array	LazaridisNature2014	public	aquamarine4	aquamarine4	9	0	NA	NA	NA	Tlingit
Ale32	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale33	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale34	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale35	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale36	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale37	Aleut	Petropavlovsk-Kamchatski	Russia	NorthAsia	Aleut	Modern	0	53	158.65	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale14	Aleut	Nikolskoye	Russia	NorthAsia	Aleut	Modern	0	55.18	166	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale20	Aleut	Nikolskoye	Russia	NorthAsia	Aleut	Modern	0	55.18	166	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
Ale22	Aleut	Nikolskoye	Russia	NorthAsia	Aleut	Modern	0	55.18	166	array	LazaridisNature2014	public	aquamarine4	aquamarine4	10	0	NA	NA	NA	Aleut
ADR00089	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00090	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00092	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00093	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00096	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00098	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
ADR00102	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Nesk_15	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Nesk_22	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Nesk_23	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Nesk_25	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Nesk8	Eskimo_Naukan	Naukan	Russia	NorthAsia	Eskimo_Naukan	Modern	0	66.02	169.71	array	LazaridisNature2014	public	black	aquamarine4	21	0	NA	NA	NA	Eskimo_Naukan
Esk20	Eskimo_ChaplinSireniki	New Chaplino	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.48	172.86	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Esk22	Eskimo_ChaplinSireniki	New Chaplino	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.48	172.86	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Esk29	Eskimo_ChaplinSireniki	New Chaplino	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.48	172.86	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Esk38	Eskimo_ChaplinSireniki	New Chaplino	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.48	172.86	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Sir14	Eskimo_ChaplinSireniki	Sireniki	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Sir43	Eskimo_ChaplinSireniki	Sireniki	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Sir77	Eskimo_ChaplinSireniki	Sireniki	Russia	NorthAsia	Eskimo_ChaplinSireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	22	0	NA	NA	NA	Eskimo_ChaplinSireniki
Sir26	Eskimo_Sireniki	Sireniki	Russia	NorthAsia	Eskimo_Sireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	23	0	NA	NA	NA	Eskimo_Sireniki
Sesk_47	Chukchi_Sireniki	Sireniki	Russia	NorthAsia	Chukchi_Sireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	24	0	NA	NA	NA	Chukchi_Sireniki
Sir41	Chukchi_Sireniki	Sireniki	Russia	NorthAsia	Chukchi_Sireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	24	0	NA	NA	NA	Chukchi_Sireniki
Sir50	Chukchi_Sireniki	Sireniki	Russia	NorthAsia	Chukchi_Sireniki	Modern	0	64.4	173.9	array	LazaridisNature2014	public	black	aquamarine4	24	0	NA	NA	NA	Chukchi_Sireniki
MC_06	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_08	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_14	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_15	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_16	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_17	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_18	Chukchi	Ayon	Russia	NorthAsia	Chukchi	Modern	0	69.9	168	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00057	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00059	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00060	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00061	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00064	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00065	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00066	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00068	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00074	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
ADR00079	Chukchi	NA	Russia	NorthAsia	Chukchi	Modern	0	69	169	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_38	Chukchi	Yanranay	Russia	NorthAsia	Chukchi	Modern	0	69.9	170.5	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_40	Chukchi	Yanranay	Russia	NorthAsia	Chukchi	Modern	0	69.9	170.5	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
MC_25	Chukchi	Rytkuchi	Russia	NorthAsia	Chukchi	Modern	0	68.9	170.7	array	LazaridisNature2014	public	black	aquamarine4	25	0	NA	NA	NA	Chukchi
NAD07	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD08	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD09	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD11	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD14	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD15	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD16	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD19	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD20	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD21	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD22	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD24	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD25	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD26	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD27	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD28	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD29	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD33	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD37	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD43	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD46	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD54	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD55	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD56	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD59	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD64	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD87	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD93	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD95	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
NAD96	Chipewyan	NA	Canada	NorthAmerica	Chipewyan	Modern	0	59.6	-107.3	array	LazaridisNature2014	restricted	honeydew3	honeydew3	0	0	NA	NA	NA	Chipewyan
Cree_26	Cree	NA	Canada	NorthAmerica	Cree	Modern	0	50.3	-102.5	array	LazaridisNature2014	restricted	honeydew3	honeydew3	1	0	NA	NA	NA	Cree
Cree_4	Cree	NA	Canada	NorthAmerica	Cree	Modern	0	50.3	-102.5	array	LazaridisNature2014	restricted	honeydew3	honeydew3	1	0	NA	NA	NA	Cree
